Country,B.G.Namespace,Year,Air.Quality.Network,Air.Quality.Network.Name,Timezone,Air.Quality.Station.EoI.Code,Air.Quality.Station.Nat.Code,Air.Quality.Station.Name,Sampling.Point.Id,Air.Pollutant,Longitude,Latitude,Altitude,Altitude.Unit,Air.Quality.Station.Area,Air.Quality.Station.Type,Operational.Activity.Begin,Operational.Activity.End,Sample.Id,Inlet.Height,Inlet.Height.Unit,Building.Distance,Building.Distance.Unit,Kerb.Distance,Kerb.Distance.Unit,Distance.Source,Distance.Source.Unit,Main.Emission.Sources,Heating.Emissions,Heating.Emissions.Unit,Mobile,Traffic.Emissions,Traffic.Emissions.Unit,Industrial.Emissions,Industrial.Emissions.Unit,Municipality,Dispersion.Local,Dispersion.Regional,Distance.Junction,Distance.Junction.Unit,Heavy.Duty.Fraction,Height.Facades,Street.Width,Traffic.Speed,Traffic.Volume,Process.Id,Process.Activity.Begin,Process.Activity.End,Measurement.Type,Measurement.Method,Other.Measurement.Method,Measurement.Equipment,Other.Measurement.Equipment,Sampling.Method,Other.Sampling.Method,Analytical.Technique,Other.Analytical.Technique,Equivalence.Demonstrated,Demonstration.Report,Detection.Limit,Detection.Limit.Unit,Documentation,QA.Report,Duration,Duration.Unit,Cadence,Cadence.Unit,Source.Data.URL,Imported,NO2
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BB,Landesamt für Umwelt Brandenburg,UTC+01,DEBB053,DEBB053,Hasenholz (Buckow),SPO.DE_DEBB053_Bulk_As_dataGroup3,As,14.01517,52.56389,88,m,rural-regional,background,04/01/2002 00:00:01,,SAM.DE_DEBB053_3,1.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Buckow (Märkische Schweiz),NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBB053_Bulk_As_passive_deposition-wetdry_ICP_AES_Duration-1month_Cadence-1month,04/01/2002 00:00:01,,passive,,NA,NA,NA,deposition-wetdry,NA,ICP-AES,,ref,,-999,ug.m-2.day-1,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,1,month,1,month,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,9.11027914426267
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BB,Landesamt für Umwelt Brandenburg,UTC+01,DEBB065,DEBB065,Lütte (Belzig),SPO.DE_DEBB065_Bulk_As_dataGroup3,As,12.56139,52.19423,111,m,rural-regional,background,14/02/2003 00:00:01,01/01/2017 00:00:00,SAM.DE_DEBB065_3,1.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Bad Belzig,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBB065_Bulk_As_passive_deposition-wetdry_ICP_AES_Duration-1month_Cadence-1month,14/02/2003 00:00:01,01/01/2017 00:00:00,passive,,NA,NA,NA,deposition-wetdry,NA,ICP-AES,,ref,,-999,ug.m-2.day-1,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,1,month,1,month,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,6.568808136213004
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BB,Landesamt für Umwelt Brandenburg,UTC+01,DEBB066,DEBB066,Spreewald,SPO.DE_DEBB066_Bulk_As_dataGroup3,As,14.0569,51.89749,52,m,rural-regional,background,17/04/2003 00:00:01,,SAM.DE_DEBB066_3,1.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Neu Zauche,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBB066_Bulk_As_passive_deposition-wetdry_ICP_AES_Duration-1month_Cadence-1month,17/04/2003 00:00:01,,passive,,NA,NA,NA,deposition-wetdry,NA,ICP-AES,,ref,,-999,ug.m-2.day-1,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,1,month,1,month,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,6.242489310065873
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BE,"Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt",UTC+01,DEBE027,DEBE027,Berlin Marienfelde,SPO.DE_DEBE027_NO_dataGroup1,NO,13.3681,52.39841,45,m,rural-nearcity,background,01/04/1989 00:00:01,,SAM.DE_DEBE027_1,3.7,m,NA,,NA,,NA,,Industrial Processes,NA,NA,0,NA,NA,NA,NA,Berlin,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBE027_NO_automatic_chemi_Duration-30minute,01/04/1989 00:00:01,,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,13.273496559633028
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BE,"Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt",UTC+01,DEBE032,DEBE032,Berlin Grunewald (3.5 m),SPO.DE_DEBE032_NO_dataGroup1,NO,13.22514,52.47319,50,m,rural-nearcity,background,01/10/1986 00:00:01,,SAM.DE_DEBE032_1,3.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Berlin,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBE032_NO_automatic_chemi_Duration-30minute,01/10/1986 00:00:01,,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,11.980110281447445
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BE,"Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt",UTC+01,DEBE056,DEBE056,Berlin Friedrichshagen,SPO.DE_DEBE056_NO_dataGroup1,NO,13.64705,52.4477,35,m,rural-nearcity,background,01/02/1994 00:00:01,,SAM.DE_DEBE056_1,3.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Berlin,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBE056_NO_automatic_chemi_Duration-30minute,01/02/1994 00:00:01,,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,12.799010747717555
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BE,"Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt",UTC+01,DEBE062,DEBE062,Berlin Frohnau (3.5 m),SPO.DE_DEBE062_NO_dataGroup1,NO,13.29608,52.65327,50,m,rural-nearcity,background,01/02/1996 00:00:01,,SAM.DE_DEBE062_1,3.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Berlin,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBE062_NO_automatic_chemi_Duration-30minute,01/02/1996 00:00:01,,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,11.83089389366148
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BW,"Landesanstalt für Umwelt, Messungen und Naturschutz Baden-Württemberg",UTC+01,DEBW004,DEBW004,Eggenstein,SPO.DE_DEBW004_Bulk_As_dataGroup3,As,8.40666,49.07655,109,m,rural-nearcity,background,01/01/2017 00:00:01,01/01/2018 00:00:00,SAM.DE_DEBW004_3,1.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Eggenstein-Leopoldsh,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBW004_Bulk_As_passive_deposition-wetdry_ICP_MS_Duration-1year_Cadence-1month,01/01/2017 00:00:01,01/01/2018 00:00:00,passive,,NA,NA,NA,deposition-wetdry,NA,ICP-MS,,ref,,-999,ug.m-2.day-1,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,1,year,1,month,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,20.49384328358209
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BW,"Landesanstalt für Umwelt, Messungen und Naturschutz Baden-Württemberg",UTC+01,DEBW031,DEBW031,Schwarzwald-Süd,SPO.DE_DEBW031_CHB_dataGroup3,C6H6,7.76453,47.80989,904,m,rural-regional,background,18/04/1997 00:00:01,01/01/2017 00:00:00,SAM.DE_DEBW031_1,3.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,MünstertalSchwarzwal,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBW031_CHB_passive_passiveadsorbant_GC_FID_Duration-2week_Cadence-14day,18/04/1997 00:00:01,01/01/2017 00:00:00,passive,,NA,NA,NA,passiveadsorbent,NA,GC-FID,,yes,http://cdr.eionet.europa.eu/de/eu/aqd/documents/envunufua/,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,2,week,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,3.4389926030292357
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BW,"Landesanstalt für Umwelt, Messungen und Naturschutz Baden-Württemberg",UTC+01,DEBW087,DEBW087,Schwäbische Alb,SPO.DE_DEBW087_Bulk_As_dataGroup3,As,9.20764,48.34578,798,m,rural-regional,background,01/01/2007 00:00:01,,SAM.DE_DEBW087_3,1.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Sonnenbühl,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBW087_Bulk_As_passive_deposition-wetdry_ICP_MS_Duration-1year_Cadence-1month,01/01/2007 00:00:01,,passive,,NA,NA,NA,deposition-wetdry,NA,ICP-MS,,ref,,-999,ug.m-2.day-1,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,1,year,1,month,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,6.540338983050847
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BY,Bayerisches Landesamt für Umwelt,UTC+01,DEBY013,DEBY013,Mehring/Sportplatz,SPO.DE_DEBY013_CHB_dataGroup3,C6H6,12.78139,48.18284,415,m,rural-regional,background,01/01/2013 00:00:01,01/01/2019 00:00:00,SAM.DE_DEBY013_1,3.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Mehring,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBY013_CHB_passive_passiveadsorbant_GC_MS_Duration-1month_Cadence-1month,01/01/2013 00:00:01,01/01/2019 00:00:00,passive,,NA,NA,NA,passiveadsorbent,NA,GC-MS,,inprogress,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,1,month,1,month,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,14.525675224807095
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BY,Bayerisches Landesamt für Umwelt,UTC+01,DEBY049,DEBY049,Neustadt a.d. Donau/Eining,SPO.DE_DEBY049_NO_dataGroup1,NO,11.77782,48.85321,359,m,rural-regional,background,01/01/1994 00:00:01,,SAM.DE_DEBY049_1,3.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Neustadt a.d. Donau,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBY049_NO_automatic_chemi_Duration-30minute,01/01/1994 00:00:01,,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,11.463015858597547
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BY,Bayerisches Landesamt für Umwelt,UTC+01,DEBY072,DEBY072,Tiefenbach/Altenschneeberg,SPO.DE_DEBY072_NO_dataGroup1,NO,12.54887,49.43846,755,m,rural-regional,background,01/01/1988 00:00:01,,SAM.DE_DEBY072_1,3.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Tiefenbach,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBY072_NO_automatic_chemi_Duration-30minute,01/01/1988 00:00:01,,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,6.553139859103386
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BY,Bayerisches Landesamt für Umwelt,UTC+01,DEBY109,DEBY109,Andechs/Rothenfeld,SPO.DE_DEBY109_CHB_dataGroup3,C6H6,11.22017,47.96875,700,m,rural-regional,background,01/01/2013 00:00:01,01/01/2026 00:00:00,SAM.DE_DEBY109_1,3.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Andechs,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBY109_CHB_passive_passiveadsorbant_GC_MS_Duration-1month_Cadence-1month,01/01/2013 00:00:01,01/01/2026 00:00:00,passive,,NA,NA,NA,passiveadsorbent,NA,GC-MS,,inprogress,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,1,month,1,month,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,7.135127713220961
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BY,Bayerisches Landesamt für Umwelt,UTC+01,DEBY122,DEBY122,Bad Hindelang/Unterjoch,SPO.DE_DEBY122_NO_dataGroup1,NO,10.43655,47.54108,1056,m,rural-regional,background,21/06/2010 00:00:01,,SAM.DE_DEBY122_1,3.3,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Bad Hindelang,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBY122_NO_automatic_chemi_Duration-30minute,21/06/2010 00:00:01,,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,7.020689186062478
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BY,Bayerisches Landesamt für Umwelt,UTC+01,DEBY124,DEBY124,Burgbernheim/Grüne Au,SPO.DE_DEBY124_NO_dataGroup1,NO,10.325,49.44406,362,m,rural-regional,background,01/01/2012 00:00:01,,SAM.DE_DEBY124_1,3.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Burgbernheim,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBY124_NO_automatic_chemi_Duration-30minute,01/01/2012 00:00:01,,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,12.012724618659988
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_BY,Bayerisches Landesamt für Umwelt,UTC+01,DEBY196,DEBY196,Garmisch-Partenkirchen/Wasserwerk,SPO.DE_DEBY196_NO_dataGroup1,NO,11.05735,47.47701,732,m,rural-nearcity,background,01/01/2016 00:00:01,,SAM.DE_DEBY196_1,3.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Garmisch-Partenkirch,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEBY196_NO_automatic_chemi_Duration-30minute,01/01/2016 00:00:01,,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,10.402158278470871
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_HE,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",UTC+01,DEHE024,DEHE024,Witzenhausen/Wald,SPO.DE_DEHE024_NH3_dataGroup1,NH3,9.77459,51.29176,607,m,rural,background,21/10/2009 00:00:01,23/05/2013 00:00:00,SAM.DE_DEHE024_1,3.3,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Gutsbezirk Kaufunger Wald,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEHE024_NH3_automatic_chemi_Duration-30minute,21/10/2009 00:00:01,23/05/2013 00:00:00,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,6.347632065197216
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_HE,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",UTC+01,DEHE026,DEHE026,Spessart,SPO.DE_DEHE026_NH3_dataGroup1,NH3,9.39944,50.16443,501,m,rural-regional,background,22/12/2005 00:00:01,01/01/2023 00:00:00,SAM.DE_DEHE026_1,3.7,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Jossgrund,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEHE026_NH3_automatic_chemi_Duration-30minute,22/12/2005 00:00:01,01/01/2023 00:00:00,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,7.53823163409896
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_HE,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",UTC+01,DEHE028,DEHE028,Fürth/Odenwald,SPO.DE_DEHE028_NO_dataGroup1,NO,8.81725,49.65347,480,m,rural,background,01/10/1986 00:00:01,,SAM.DE_DEHE028_1,3.7,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Fürth,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEHE028_NO_automatic_chemi_Duration-30minute,01/10/1986 00:00:01,,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,8.120224666133089
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_HE,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",UTC+01,DEHE039,DEHE039,Burg Herzberg,SPO.DE_DEHE039_NO_dataGroup1,NO,9.4594,50.77038,490,m,rural,background,07/09/2010 00:00:01,,SAM.DE_DEHE039_1,4,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Breitenbach a. Herzberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEHE039_NO_automatic_chemi_Duration-30minute,07/09/2010 00:00:01,,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,8.40025377518582
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_HE,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",UTC+01,DEHE042,DEHE042,Linden,SPO.DE_DEHE042_CO_dataGroup1,CO,8.6844,50.53297,171,m,rural,background,01/05/1995 00:00:01,26/01/2023 00:00:00,SAM.DE_DEHE042_1,3.5,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Linden,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEHE042_CO_automatic_IR-GFC_Duration-30minute,01/05/1995 00:00:01,26/01/2023 00:00:00,automatic,IR-GFC,NA,NA,NA,,NA,,,ref,,-999,mg.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,17.194001840549827
Germany,http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD,2025,NET.DE_HE,"Hessisches Landesamt für Naturschutz, Umwelt und Geologiee",UTC+01,DEHE043,DEHE043,Riedstadt,SPO.DE_DEHE043_NO_dataGroup1,NO,8.5168,49.82517,90,m,rural-nearcity,background,01/04/1996 00:00:01,,SAM.DE_DEHE043_1,3.3,m,NA,,NA,,NA,,,NA,NA,0,NA,NA,NA,NA,Riedstadt,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPP.DE_DEHE043_NO_automatic_chemi_Duration-30minute,01/04/1996 00:00:01,,automatic,chemi,NA,NA,NA,,NA,,,ref,,-999,ug.m-3,http://www.umweltbundesamt.de/luft/missingDocumentation.pdf,http://www.umweltbundesamt.de/luft/QAinPreparation.pdf,30,minute,1,variable,http://cdr.eionet.europa.eu/de/eu/aqd/d/colatkmnw/envathsw/DE_D_allInOne_metaMeasurements_2025.xml,16/12/2025 14:00:25,16.68009965504187
